Unnamed: 0,document,star,label
8730,5분 드릴게요 부터 몰입도가 확 떨어졌다.그냥 긴장감만 있을뿐.그래도 5점대는 아니라고 생각된다.7정도가 적당할듯..그래서 10점 줌 , 10,1
8731,영화 파수꾼을 생각하면서 오랫동안 영화를 기다리고 있었어요 극장에서 개봉을 하지 못 해서 아쉽기는 하지만 2시간 넘는 시간과 작은 화면이였지만 넷플에서도 충분히 긴장감 들더라고요 영화 제목에서 이영화의 줄거리를 다보여주는 느낌이였고요 . 쫓는자에 대한 캐릭터 배경 설명이 없어서 아쉬운 느낌이 들더라고요 배우분들 연기는 최고였고요 ~~ , 8,1
8732,불편하신 분들은 왜 불편하신건지? , 10,1
8733,아주살짝 지루하긴했는데 굵직한 스토리라인이 확실하고 감동도 있어요 , 9,1
8734,, ,0
8735, 솔직히 스토리가 약한건 사실이지만 감독이 후속편을 생각하고 만든거 같은데 .. 이제훈이 한을 다시 사냥하러 돌아가서 친구들을 만나는 스토리가 아닐까 그 때 설명 못했던게 다 해결될 듯 이 작품에서 떡밥을 다 설명했으면 엄청 혼잡하고 난잡했을 거다 영상미랑 스릴은 내가 본 한국 영화중에 최고였다 그리고 이제훈이 총을 들면서도 겁을 먹는게 이상하다는 건 .. 말이 안됀다 사람을 죽인적 없고 날강도짓만 하던 사람이 목숨에 위협을 느끼고 겁을 먹는건 당연한거 아닌가 누구나 총을 쥔다고 강적이 되는것도 아니고 감독 자체도 그들의 어리숙한 모습에 중점을 두었다고 했고 .. 그런데 박정민은 어딨나요 ? 등장인물 맞나요 ? , 9,1
8736,"스토리가 없긴하지만.. 말도 안되는 연출, 연기, 배경음악으로 방구석에서 사냥 당하는 경험을 선사해준 영화..나쁘지 않음 ", 10,1
8737,한국에서 처음만나는 디스토피아호기심에 한번긴장감에 한번사운드 프라이머리에 한번스토리 구리고 전개 구리지만 2시간 내내 긴장하며보고 후속편이 기다려진다 , 10,1
8738,고구마다 예비역들이 은폐엄폐도 모르나 ? 또 한은 무적인가 ? , 2,0
8739,나름 괜찮았음. 나쁘지 않았음. , 9,1
8740,영화 보는 내내 긴장감 대박이고 .. 배우들 연기도 좋았어요 .. 평점 낮길래 걱정했는데 본 거 후회안하고 두시간 내내 쫄려서 죽는줄 , 10,1
8741,"한국영화 이제는 세계최고다!!!   긴장감 , 흡입력 정말 농담안하고 두근두근거리면서 봤다. 실제 리얼처럼 .. 2편이 기대된다.!!! ", 10,1
8742,보는 내내 답답해 죽는지 알았어요.어느정도 현실감이 있어야 공감이 되는대캐릭터들이 전부 바보들만 모여있네요그와중에 킬러도 바보에요ㅋ너무너무 답답했던 영화네요 , 2,0
8743,야이 개가튼 감독아 내 시간 어쩔꺼야? 총질하다 말고 뭐하는거여? 역대급 쓰레기 영화네 넷플릭스에 똥싸놔네 그지같은 놈들 , 1,0
8744,"긴장감 하나는 인정하고 스토리가 아쉽다는 의견엔 이해가 가는데, 나름 재미있게 봤음 ", 10,1
8745,꼭 보셔야합니다! 대명천지에 이런 일이!!! , 10,1
8746,"나는, 테일러 바틀렛..에이미 바틀렛의..여동생 입니다. ", 10,1
8747,꿀잼 입니다 연기지림 마지막 머머리  최후의 승자 , 10,1
8748,코로나가 살린 영화. 사냥의 시간이 아니라 시간의 사냥이구만 ㅠㅠㅠ , 2,0
8749,아저씨+ 존윅 짬뽕같음 근데 잼남 , 10,1
8750,쫄리는 맛도 없고 걍 철없는 20대 망2나니놈들의 같잖은 우정이야기.... , 1,0
8751,이거 볼 시간에 fps게임 한 판 하는 걸 추천. , 1,0
8752,최고인생영화ㅠㅠㅠㅠ 왜 이제야 봤을까 ㅠㅠ 죽기전에 봐서 다행 , 10,1
8753,"기대하고 봤는데 별로네요. 이렇게 좋은 배우들을 데려다가... 끝 부분을 보면 속편이 있을것 같아 보이긴 한데... 솔직히 긴장감이 있긴 한데, 총격씬은 너무 허접해요. 왜 길 한가운데에 똑바로 서서 총들을 쏴댈까요? ", 3,0
8754,스토리작가 없냐? 내용이없어 이거 ㅋ만들고 지들도봤을거아냐 무슨생각들었을까? ㅋㅋ낄낄낄 , 1,0
8755,헌트....옵치나 몇판더할껄 , 1,0
8756,, ,0
8757,너무 재밌게봐서 평점만점줄러 왔더니 댓글수준 왜이런지....? 간만에 웃으면서 울면서 감동받으면서 본 영화에요 평점 댓글에 주저마시고 그냥 보시는거 추천드립니다 참고로 저는 20대 직장인!! , 10,1
8758,네이버 평점 진짜 이상하다 알바풀어놓은듯. 스토리가 탄탄하다고 말할순 없지만 엄청 긴장하면서 봤는데 평가가 너무 박하다 , 10,1
8759,민주주의를 위하여!!!! , 9,1
8760,감독은 영화말고 다를 일을 찾아보는걸 강추합니다!시나리오작가도 다른일 찾아보시고!꼭!!나의 소중한 두시간을 뺏어간 책임지시고  유망한 젊은 배우들 데려다놓고 무슨짓을 한건지...쯧! 별을 아무리 눌러도 0점은 안되냐 , 1,0
8761,파수꾼 버금가게 기대한만큼 좋은데 뭘~연기 후덜덜 내 손이 덜덜 , 10,1
8762,영화관에 가지못하는 시기이기도 하고 평소 보고싶었던 영화라 집에서 부엌불 키고 잔잔하게 봤는데 너무 좋았어요. 오랜만에 가슴이 찡했던 영화였습니다. 영상미도 아름답고 매 장면이 감동이었어요. 수옥이의 죽음은 충격적이었지만 마지막 부분 라디오에서 수옥이의 엔딩 멘트가 너무 슬프면서도 감동적이었습니다. 좋은 영화 감사합니다! , 10,1
8763,이번에는 조사할 수 있는거지요? , 10,1
8764,"연출, 연기, 시나리오 모든면에서 압도적. 이걸 못알아보는 인간들이 개한심. ", 10,1
8765,영화는 소설책처럼 스토리만을 나열하는 분야가 아니다. ‘사람답게 살고 싶었으나 사냥감이 되어버린 청춘들의 처절한 질주.’나는 감독이 위의 한 문장을 2시간 14분간 동안 영상적으로 충분히 잘 표현했다고 생각한다. , 10,1
8766,멍청한국민들이 또 멍청한투표하고 나중에 왜이렇게됐냐고 욕하는 멍청한 국민들..정치하는사람들 욕할 자격도없는.. 아이큐순 은 과학이다... , 1,0
8767,평점이 정직하지 않네... , 2,0
8768,싸우지마라 돌아오지마 제발 부탁하마... , 3,0
8769,저는 야밤에 스릴감있게 봤어요.음악과 클리셰가 장난아니고 연기들이 멋져요. , 10,1
8770,, 10,1
8771,나름 재밌게 보다가 마지막에 억지 설정에 정 다털리네..ㅡㅡ 조진웅 배에 칼 여러방 맞고 바로 병원에 실려가도 살까 말까 겠구만 굳이 그 상태로 설경구한테 부조금을 내러 가는 것도 오글 거리고 심지어 설경구를 업고 납골당을 간다고?? 실제였으면 상처 다 벌어지고 내장 다 흘러 나오겠다 , 4,0
8772,극장에서 못 본 것이 너무나 후회된다. , 10,1
8773,엔딩이 좀 허무합니다요...전반 중반 후반 다 좋았는데..줸장.. , 10,1
8774,인간의 상처와 아픔을 먹고 자라는 그것 꼭들 보시길 , 10,1
8775,스트레스 날려줄 액션....킬링타임용촬영하면서 엄청 개고생 했을듯.... , 10,1
8776,점이 없다니..내가 본 영화 중 가장 ㅆㄹㄱ 영화다.120억..진짜 넷플릭스 관계자 대부분이 권고사직 당했을것 같다. 10점 준 사람들 너네도 당해봐라 아니면 알바다 , 10,1
8777,배우들이 다 너무 찰떡이고 연기를 너무 잘함 몰입도 오짐 , 10,1
8778,똥망영화 볼게없어도 이건보지말자 , 1,0
8779,지린다 꼭봐라 평점ㅋㅋ넷플릭스 싫어하는 영화계 고인물들이 알바쓴듯 , 10,1
8780,, 10,1
8781,"마지막에 전투준비하는 장면보고 감동!  대한민국은 군인을 무시하고, 미국은 군인을 영웅시 한다. ", 10,1
8782,시대를 어느정도 겪어본 한국남자로서는  기생충보다 더  나은 작품이라  말할수 있다 , 10,1
8783,처음에 우와 국내 사이버펑크 세계관인가 했다가 ...연기 잘하는 4인방 데려다가 만든게 너무하다..중간 추격씬은 너무 루즈해서 보기힘들었다. , 1,0
8784,매트릭스를 보았고 이퀄리브리엄을 보았다면 이 영화를 반드시 보아야 한다 , 10,1
8785,"요즘 코로나 때문에 난리인 와중에 아마존비디오에 추천영화로 떠있길래 봤음. ""재미도 없고 감동도 없고."" 라는 말이 떠오른다. 보고나서 남은거 하나 없었던 영화. ", 3,0
8786,, ,0
8787,"추격자, 불한당 이후로 긴장감 끊이지 않고 본 영화 평점 모르겠다 난 개재밌게 봤다 ", 10,1
8788,이세상 제가 봐 온 영화에 폭은 좁지만 너무나 많은 영감과 많은 생각을 하게해준 감독님에게 감사드립니다. 이렇게 좋은 영화를 보게 해주셔서 너무 감사합니다 , 10,1
8789,꼭 자극적인 성폭력과 피가 난무하는 복수를 영상에 담겨야 하는 건 아닌 것 같습니다. 충분히 아펐고 충분히 속상했고 충분히 통쾌했습니다. , 8,1
8790,, 10,1
8791,난 재밌던데. 긴장감 최고. 배우들 연기 진짜 짱 , 10,1
8792,처음으로 넷플릭스에서 긴장감있게 본 영화 연출과 4인 배우 연기력으로도 이렇게 초반에 긴장감있는 영화를 만들기는 힘들다고 생각 하지만 다른 댓글들 처럼 개연성이나 스토리상 억지스러운 부분이 많고 매끄럽게 진행되지 않는 부분이 왕왕 있다. 이 영화는 영화관에서 봤어야 하는 영화. 대부분 집중할수 있는 환경에서 보지 못해서 평점 테러가 나오는 듯. 밤에 어두운곳에서 혼자 보는거 추천 , 10,1
8793,, ,0
8794,극장 못 가서 오랜만에 영화봐서 그런가 쫄깃했는데...다들 화났어여?? , 9,1
8795,그래 사람마다 취향이 다다르니깐..네이버 평점만보고 올레티비 22000원결제한 내가 바보지 ㅜㅜ 노잼묻은 내눈은 뭘로 씻고 자지...  햇님먹방이나 보다 자야겠다 , 1,0
8796,존잼 개연성이 살짝 떨어지는 부분도 있지만 전체적으로 그래도 긴장감 있게 몰입하며 봤고 결말도 괜찮았고 음향이나 연기 모두 완벽~~~ , 10,1
8797,오랜만에 시간 가는 줄 모르고 봤네요!!  굿~~ , 10,1
8798,뚱뚱함 , 1,0
8799,연기는 최고고 밤에 봐서 무서웠음 .. 근데 평점이 왤케 낮냐.. 우리 제훈이 명품 연기인데ㅜㅠㅠ , 10,1
8800,그냥 김옥빈이 개고생한 영화 , 1,0
8801,진짜 긴장감ㅠㅠ 숨막혀 죽을뻔 , 10,1
8802,영화가 끝난 후 쿠키 영상이 있으니 놓치지 마세요 , 8,1
8803,나는 진짜 재밌었음  1년에 두세번은 보는듯 , 10,1
8804,한 AI인줄 알았음 왜케 잘찾음 ? 평점 너무 낮아서 기대 안했는데 나름 재밌음 근데 완벽성이 높진 않아서 후속편에 모든게 나와야할듯 , 10,1
8805,, 10,1
8806,아니~  참.. 다 걸릴려고 스토리 짰네..답답하고 저렇게 도망가는 애들이 어딨나 스마트폰쓰고 가족한테가고 나돌아다니고속터져 죽는줄 알았다 , 2,0
8807,코로나와 넷플릭스한테 감사해야함 ㅡㅡ넷플릭스는 영화 안보고 구입한듯...설마설마하면서 겨우 끝까지 봤는데...이건머...설마 후속편 생각하고 이딴씩으로 만든건지... , 1,0
8808,철학적이고 심오한 영화이다. 자기 자신을 가둬두는 선입견을 깨어야 사람은 더 성숙해지고 발전할 수 있다. , 9,1
8809,말로 표현 못 하는 .. 최고의 영화이 영화를 뛰어넘을 영화가 앞으로 나올까?난 비교할 만한 영화도 안 나올 거라고 생각한다정말 세기의 명작 말이 필요없어 , 10,1
8810,내게도 방울소리가 들리면 좋겠다.. , 8,1
8811,엄청 쫄구 마지막에 어떻게 끝날지 숨 죽이면서 봤는데 왜  평점이.. 아니 영화가 이정도면 됐지 뭘 더 해야해여 전 시간 하나도 안 아까웠음 하나도 안지루해여 , 9,1
8812,"연출은 좋을뻔했고 연기는 캐비어는 아니고 그냥 요즘 연기트랜드로 무난했고 영상미도 그럭저럭, ost는 관심이 안가고 스토리는 잘쳐줘서 2로 가기위해 만든 스토리라고 쳐주겠는데.. 일단 가장 중요한건 지루하고 유치해..스토리를 커버하기에 연기와 연출이 특출난 것도 아니고 아니 그냥 연기와 연출을 커버할 특출난 스토리가 필요했음 모든 20대 이하를 얘기하는건 아니지만 평범한 20대 초중반이하 정도에 감성을 충족하고 눈요기해주는 알맹이가 없는 영화란 생각. 1점은 너무 했고 소수점이 없으니 2점줍니다. 한이 기회주고 5분 시간주기 전까지는 괜찮았던 것같음. ", 2,0
8813,내가 누리는 모든것에 감사함을 느끼게될것 , 8,1
8814,나의 소중한 시간을 사냥당하다.. , 1,0
8815,"평점 낮아서 놀랏어요.. 재미잇어요 완전...,, ", 10,1
8816,인생 두번 살거나 시간이 썩어나면 봐라. , 1,0
8817,한은 도대체 뭐가 재밋었던걸까....5분준다고 멀리도망가라 했을때 읭? 했음 다른애들은 대가리 한방맞고 죽는데 이제훈운 왜 안 죽는거임..주인공이라구런가아...? , 1,0
8818,진짜 너무 재미있고 어렸을때 학교에서 계속 보다가 안 보다가 해서 내용을 대충은 알고 있었는데도 이렇게 한번에 다 보니까 너무 재미있고 여운이 남아요 그 세계관에 들어가 살고 싶네요 ㅎㅎ , 10,1
8819,, 10,1
8820,전도연은 여전히 아름답다...정우성은 여전히 잘생겼다.. 근데 전도연이 너무 예쁘게 나온다.. , 8,1
8821,시간 아까워.... 당황쓰 , 1,0
8822,10분 39초 더이상 보면 안되겟다 싶어 검색해봄. 영화가 왜 이럴까 나한테 , 1,0
8823,클린트이스트우드 감독님 존경합니다~! , 10,1
8824,별 1개도 아깝다..지겨운 페미니즘 pc 걸스캔두애니띵이냐??쓰래기도 이거보단 낫겠다!! , 1,0
8825,"잊었던 기억과 트라우마를 극복하는 해피 엔딩의 어른용 동화. 남주와 불어와 불란서영화 특유의 답답함이 시너지를 일으켜 고구마가 될 뻔했지만, 인상적인 마담의 표정 연기와 임대룸에 가득한 푸른 정원의 비주얼에 그나마 선방. 그리고 배우 앤 르 니의 발견 ", 3,0
8826,박해수..하나도 무섭지 않은존재..휴대폰으로 봐서 그런가??극장에서 봤으면 돈 아까웠을뻔;;;긴장감이 안느껴짐 , 1,0
8827,딱 5분 줄께 드립 전까지만  좋았다. , 3,0
8828,, 10,1
8829,넷플에서 비슷한시점에 익스트랙션 공개되서 더 초라하고 졸작처럼 느껴짐... , 3,0
8830,그냥.방탄멤버들 보는것만으로도 좋다 , 10,1
8831,조성아님 초반에 연기가 좋았습니다. 그외 ...  휴대폰 만지면서 봐도. 영화가 끝이 안나네요.   한시간이후로 그냥 계속 총질하고 재미 1도 없음. 시간때우기용으로만 추천합니다. 시간이 남아돌아도 사실 다른걸 보거나 하는걸 추천 드립니다. 1점 주기도 아까운 영화는 처음인듯. , 1,0
8832,감히 박정희 각하를 폄훼하다니 이영화 만든사람 사형시켜야된다고 생각한다. , 1,0
8833,2014년 제가 임신했을 당시 세월호 사건이 터졌는데이제 그 아이가 커서 어느덧 7살이 되었고이 아이를 재워놓고 혼자 생일이라는 영화를 보다눈물이 멈추질 않아 정말 목놓아 울었어요.잊지 않겠습니다. 잊지않을게 얘들아. , 10,1
